,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
7260,22,52000,MORTGAGE,5.0,VENTURE,C,3000,14.35,0,0.06,N,2
2327,24,29000,RENT,4.0,PERSONAL,B,2500,10.99,0,0.09,N,3
11469,24,45000,RENT,2.0,PERSONAL,C,4000,13.23,0,0.09,Y,3
5146,25,62604,RENT,2.0,PERSONAL,A,9000,,0,0.14,N,3
13411,24,79000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5000,15.33,1,0.06,N,2
30226,36,45000,RENT,14.0,DEBTCONSOLIDATION,B,6000,9.99,0,0.13,N,12
14473,24,35000,RENT,4.0,EDUCATION,B,2000,10.59,0,0.06,N,3
4776,26,32000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,N,2
8580,22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
410,22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2
9876,24,65000,MORTGAGE,9.0,PERSONAL,C,4200,15.27,0,0.06,N,2
142,23,52000,RENT,1.0,PERSONAL,C,25000,13.22,1,0.48,N,2
9446,23,62000,MORTGAGE,0.0,VENTURE,D,18000,14.46,0,0.29,Y,3
10568,26,34995,RENT,4.0,EDUCATION,A,10000,7.88,0,0.29,N,2
10809,22,70000,MORTGAGE,6.0,VENTURE,B,2000,10.74,0,0.03,N,2
5037,22,46500,RENT,4.0,VENTURE,B,5000,10.37,0,0.11,N,4
6422,25,40000,RENT,2.0,MEDICAL,B,6000,10.65,0,0.15,N,3
2281,23,31200,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7550,9.99,0,0.24,N,4
31334,37,88000,MORTGAGE,2.0,VENTURE,C,1000,13.48,0,0.01,Y,11
14697,26,39996,RENT,10.0,MEDICAL,C,15000,13.06,1,0.38,Y,3
20570,34,35496,MORTGAGE,15.0,EDUCATION,C,2800,14.17,1,0.08,Y,7
5655,22,39600,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4650,10.28,1,0.12,N,4
28719,31,62000,MORTGAGE,4.0,MEDICAL,A,6550,5.79,0,0.11,N,10
21846,29,65000,RENT,2.0,VENTURE,B,6000,11.14,0,0.09,N,10
7904,23,55000,MORTGAGE,4.0,EDUCATION,A,8000,7.49,0,0.15,N,4
4093,26,34000,MORTGAGE,3.0,MEDICAL,D,4000,17.58,1,0.12,N,3
6632,26,45928,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.9,1,0.13,N,4
27763,31,200000,MORTGAGE,1.0,MEDICAL,B,7800,9.63,0,0.04,N,8
32548,54,29000,MORTGAGE,7.0,PERSONAL,B,2500,11.71,0,0.09,N,28
16036,24,69764,RENT,2.0,VENTURE,D,1500,14.42,1,0.02,Y,4
29362,37,43200,RENT,5.0,VENTURE,B,18000,8.88,1,0.42,N,16
20209,30,42000,RENT,1.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.1,N,6
11015,23,62000,RENT,2.0,MEDICAL,A,4200,5.42,0,0.07,N,3
17312,23,113000,MORTGAGE,4.0,EDUCATION,A,12000,7.66,0,0.11,N,3
13892,23,52000,RENT,7.0,EDUCATION,A,14000,6.91,0,0.27,N,3
26497,29,30000,OWN,0.0,PERSONAL,A,10000,6.17,0,0.33,N,5
9334,26,61000,MORTGAGE,5.0,VENTURE,B,19200,11.48,0,0.31,N,3
30838,39,66200,MORTGAGE,5.0,VENTURE,B,13750,9.88,0,0.21,N,16
701,23,67000,RENT,0.0,MEDICAL,B,20000,11.11,0,0.3,N,2
25948,31,93000,OWN,4.0,EDUCATION,B,10000,,0,0.11,N,6
10741,23,40000,RENT,0.0,VENTURE,A,10000,7.9,0,0.25,N,3
19367,32,18072,RENT,,DEBTCONSOLIDATION,A,3000,6.03,1,0.17,N,7
20491,30,40000,RENT,3.0,EDUCATION,C,4800,12.68,0,0.12,N,5
25430,27,85000,MORTGAGE,11.0,EDUCATION,A,12000,6.62,0,0.14,N,10
844,23,22800,MORTGAGE,3.0,PERSONAL,A,4800,5.79,0,0.21,N,2
8118,24,55600,MORTGAGE,2.0,HOMEIMPROVEMENT,C,11700,13.57,0,0.21,Y,2
13556,25,93500,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14000,12.23,0,0.15,N,4
21206,30,92001,RENT,3.0,VENTURE,A,5000,,0,0.05,N,6
22590,28,140000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.03,0,0.05,N,9
14988,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,16000,10.37,0,0.13,N,3
15889,26,12000,OWN,6.0,EDUCATION,B,2500,9.99,1,0.21,N,3
11052,26,71500,MORTGAGE,10.0,HOMEIMPROVEMENT,B,7500,10.99,0,0.1,N,3
566,26,19200,OTHER,0.0,PERSONAL,C,7500,11.97,1,0.39,Y,2
18536,30,60000,RENT,14.0,MEDICAL,C,18500,12.99,1,0.31,N,5
5042,25,47000,RENT,0.0,MEDICAL,B,5000,12.42,0,0.11,N,4
11225,25,52000,RENT,9.0,EDUCATION,D,10000,,0,0.19,N,2
29003,28,48000,MORTGAGE,4.0,VENTURE,B,3000,11.99,0,0.06,N,6
29404,36,25200,MORTGAGE,0.0,EDUCATION,C,8700,12.23,1,0.35,Y,14
7212,25,46000,MORTGAGE,5.0,MEDICAL,B,6000,10.99,1,0.13,N,3
9722,25,55000,RENT,0.0,DEBTCONSOLIDATION,C,8575,14.65,0,0.16,N,3
11761,24,75200,OWN,5.0,EDUCATION,A,6500,7.14,0,0.09,N,2
21926,27,89700,RENT,1.0,VENTURE,B,6000,11.99,0,0.07,N,7
11341,23,57600,RENT,3.0,VENTURE,D,10000,15.58,0,0.17,Y,4
9336,25,63900,RENT,1.0,VENTURE,A,8000,6.03,0,0.13,N,2
13735,21,95400,MORTGAGE,0.0,PERSONAL,A,12000,5.42,0,0.13,N,2
29912,37,95000,RENT,3.0,MEDICAL,A,10000,7.88,0,0.11,N,13
21823,33,20244,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.45,1,0.35,N,8
6802,26,63000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.23,0,0.1,N,2
15487,23,140000,MORTGAGE,4.0,PERSONAL,A,12000,5.42,0,0.09,N,3
31652,41,43439,RENT,,MEDICAL,C,15000,12.73,1,0.35,N,15
24850,30,77000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,1500,6.39,0,0.02,N,7
22106,29,26004,RENT,0.0,EDUCATION,C,6500,11.91,0,0.25,N,10
24442,33,53000,RENT,13.0,EDUCATION,C,10000,15.96,0,0.19,N,9
13817,25,96000,OWN,0.0,EDUCATION,B,4000,9.88,0,0.04,N,3
1695,24,28800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6075,8.49,0,0.21,N,2
30822,36,65458,MORTGAGE,4.0,MEDICAL,A,8000,7.29,0,0.12,N,13
6583,24,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6000,13.99,0,0.12,Y,4
11893,26,40000,RENT,3.0,MEDICAL,C,10200,,0,0.26,N,3
21199,30,39600,MORTGAGE,11.0,EDUCATION,A,15000,7.49,1,0.38,N,5
30215,44,39684,RENT,4.0,PERSONAL,B,6000,,0,0.15,N,15
23172,31,61150,RENT,0.0,DEBTCONSOLIDATION,B,5100,11.49,0,0.08,N,8
3758,23,38400,MORTGAGE,6.0,EDUCATION,A,8000,6.62,0,0.21,N,4
12804,26,41000,RENT,8.0,DEBTCONSOLIDATION,B,3000,12.42,0,0.07,N,3
20687,28,42000,MORTGAGE,4.0,PERSONAL,B,10000,10.75,0,0.24,N,9
28995,29,40000,RENT,2.0,VENTURE,D,7000,14.91,1,0.17,Y,8
24828,29,76596,MORTGAGE,14.0,HOMEIMPROVEMENT,C,17600,13.16,0,0.23,N,7
17833,32,1200000,MORTGAGE,1.0,VENTURE,A,12000,7.51,0,0.01,N,8
18356,30,54000,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.84,1,0.37,Y,9
27332,29,65000,RENT,4.0,EDUCATION,D,15000,16.0,0,0.23,N,8
29534,36,52500,RENT,,HOMEIMPROVEMENT,A,2250,5.42,0,0.04,N,14
934,21,24000,MORTGAGE,0.0,VENTURE,A,3000,7.9,0,0.13,N,4
8411,25,57600,MORTGAGE,4.0,PERSONAL,A,7000,7.88,0,0.12,N,3
31237,38,46000,RENT,1.0,MEDICAL,B,12000,9.91,0,0.26,N,16
7143,23,51996,MORTGAGE,3.0,PERSONAL,A,5000,6.92,0,0.1,N,3
27450,34,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,3000,,1,0.02,N,10
2419,24,32000,MORTGAGE,6.0,EDUCATION,A,12250,8.94,0,0.38,N,4
19964,34,62100,RENT,1.0,EDUCATION,B,10500,11.26,0,0.17,N,5
27895,29,6000,RENT,0.0,HOMEIMPROVEMENT,A,3250,8.59,1,0.54,N,9
28254,28,112000,RENT,1.0,MEDICAL,B,6000,12.69,0,0.05,N,8
17040,21,55000,RENT,5.0,MEDICAL,B,12000,10.62,0,0.22,N,2
30235,39,42000,RENT,2.0,PERSONAL,F,6000,17.58,1,0.14,N,12
6756,22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.51,0,0.05,N,4
22297,32,54000,MORTGAGE,12.0,PERSONAL,A,3500,7.88,0,0.06,N,6
11167,25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.21,N,3
15758,26,165000,MORTGAGE,10.0,EDUCATION,C,20000,13.22,0,0.12,Y,4
3226,22,60000,RENT,5.0,VENTURE,A,3500,5.42,0,0.06,N,2
11246,24,72100,MORTGAGE,2.0,EDUCATION,B,16000,10.25,0,0.22,N,4
2515,23,19200,RENT,3.0,VENTURE,C,3000,12.99,1,0.16,Y,2
22533,29,65000,RENT,1.0,MEDICAL,B,7200,11.12,0,0.11,N,8
2061,23,30000,MORTGAGE,6.0,VENTURE,B,5000,10.38,0,0.17,N,4
12754,24,85000,MORTGAGE,8.0,PERSONAL,A,35000,,0,0.41,N,2
21236,34,46000,MORTGAGE,5.0,VENTURE,A,10000,6.62,0,0.22,N,6
30631,38,53052,RENT,0.0,MEDICAL,B,8000,,0,0.15,N,13
7716,21,30600,RENT,,DEBTCONSOLIDATION,A,7000,7.29,0,0.23,N,2
25549,27,86000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4500,10.37,0,0.05,N,6
522,24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2
27558,33,117300,MORTGAGE,3.0,MEDICAL,D,16000,15.99,1,0.12,N,5
22171,35,53000,OWN,1.0,PERSONAL,C,10000,15.27,0,0.19,Y,6
30988,42,72000,MORTGAGE,25.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.14,N,13
12906,22,76000,RENT,4.0,EDUCATION,A,12000,7.9,0,0.16,N,4
15826,24,185000,MORTGAGE,8.0,PERSONAL,A,10000,6.92,0,0.05,N,3
6251,23,30000,RENT,3.0,DEBTCONSOLIDATION,B,6000,11.71,0,0.2,N,4
9755,26,64000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,15000,10.38,0,0.23,N,3
12449,22,45000,RENT,6.0,EDUCATION,A,12000,6.62,0,0.27,N,2
8412,23,57600,MORTGAGE,7.0,EDUCATION,C,10000,13.11,0,0.17,N,3
8787,23,60000,MORTGAGE,6.0,EDUCATION,C,8000,13.49,0,0.13,Y,2
125,23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2
2130,26,30000,MORTGAGE,0.0,VENTURE,C,4000,13.16,0,0.13,Y,4
23696,30,65000,MORTGAGE,4.0,MEDICAL,A,3600,6.92,0,0.06,N,10
26950,30,120000,MORTGAGE,15.0,EDUCATION,A,11000,6.03,0,0.09,N,5
28372,33,36500,MORTGAGE,1.0,VENTURE,B,10000,9.33,0,0.27,N,6
20302,27,34000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8875,10.65,1,0.26,N,9
26343,28,100000,OWN,5.0,VENTURE,C,11000,13.61,0,0.11,Y,8
8005,21,32000,RENT,5.0,EDUCATION,A,7200,5.42,0,0.23,N,4
30555,42,18000,RENT,3.0,VENTURE,A,8000,6.91,1,0.44,N,17
14738,24,113000,MORTGAGE,5.0,VENTURE,B,10500,,0,0.09,N,4
31428,44,50000,RENT,5.0,VENTURE,C,13000,13.16,0,0.26,Y,13
10725,21,39996,RENT,2.0,EDUCATION,A,10000,8.59,0,0.25,N,4
31207,36,74000,MORTGAGE,4.0,EDUCATION,B,10250,11.48,1,0.14,N,15
8183,22,34359,RENT,6.0,EDUCATION,A,7475,9.63,0,0.22,N,2
12025,22,78413,MORTGAGE,6.0,EDUCATION,B,17500,10.65,0,0.22,N,2
23381,28,85000,RENT,8.0,DEBTCONSOLIDATION,B,8000,11.71,0,0.09,N,5
2349,26,37000,RENT,2.0,VENTURE,A,2500,7.14,0,0.07,N,3
25373,28,62000,RENT,2.0,EDUCATION,C,12000,,0,0.19,N,10
15736,23,60000,RENT,0.0,PERSONAL,B,15600,12.69,0,0.26,N,4
18627,27,48500,RENT,1.0,VENTURE,B,17500,12.42,1,0.36,N,9
19302,29,32000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.25,N,7
29153,41,268000,MORTGAGE,0.0,PERSONAL,B,24000,10.37,0,0.09,N,11
28685,28,68004,RENT,1.0,PERSONAL,C,15000,13.16,0,0.22,Y,7
5057,23,37200,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,1,0.19,N,2
2082,24,20000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.62,1,0.12,N,2
17798,25,77078,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3425,12.18,0,0.04,N,4
26681,27,28800,OWN,0.0,HOMEIMPROVEMENT,A,13000,6.92,0,0.45,N,10
24162,27,70000,MORTGAGE,8.0,MEDICAL,A,1300,5.79,0,0.02,N,9
9074,22,60000,RENT,6.0,MEDICAL,A,8000,7.88,0,0.13,N,2
17551,23,37500,RENT,0.0,PERSONAL,A,1800,8.94,0,0.05,N,2
22893,30,27996,RENT,5.0,PERSONAL,B,8000,10.99,0,0.29,N,8
476,22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2
15140,25,124000,OWN,9.0,MEDICAL,B,2000,,0,0.02,N,4
17258,22,77000,MORTGAGE,6.0,VENTURE,A,12400,7.51,0,0.16,N,2
28337,31,40000,MORTGAGE,5.0,PERSONAL,A,14000,6.03,0,0.35,N,10
14329,26,105000,OWN,10.0,HOMEIMPROVEMENT,B,4800,11.71,0,0.05,N,4
25150,27,80000,OWN,2.0,PERSONAL,B,9000,12.21,0,0.11,N,8
9956,23,53000,RENT,0.0,VENTURE,C,9000,12.09,0,0.17,Y,3
22378,31,55000,MORTGAGE,15.0,VENTURE,B,4000,12.42,0,0.07,N,9
20267,31,39996,MORTGAGE,3.0,VENTURE,B,9600,11.26,0,0.24,N,7
5792,23,19136,RENT,4.0,EDUCATION,E,5500,17.93,1,0.29,Y,3
24425,28,72000,MORTGAGE,1.0,EDUCATION,D,6000,15.37,0,0.08,Y,10
10448,26,30000,RENT,1.0,DEBTCONSOLIDATION,A,10000,6.99,1,0.33,N,4
17951,31,122000,RENT,2.0,EDUCATION,C,25600,15.96,0,0.21,Y,7
351,23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2
231,26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4
734,23,59497,RENT,0.0,MEDICAL,E,20000,16.0,1,0.29,N,3
4796,23,33017,RENT,1.0,PERSONAL,B,5000,,0,0.15,N,4
435,22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4
11130,24,72000,MORTGAGE,2.0,EDUCATION,E,6000,16.77,0,0.08,Y,3
8164,24,56000,MORTGAGE,5.0,MEDICAL,A,17400,5.99,0,0.31,N,2
4212,26,34000,MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4
10480,23,30000,RENT,3.0,PERSONAL,B,10000,11.14,1,0.33,N,2
24879,33,78000,MORTGAGE,6.0,MEDICAL,C,20000,15.96,0,0.26,N,10
28622,31,90000,MORTGAGE,11.0,MEDICAL,A,12000,6.92,0,0.13,N,6
2088,23,22790,RENT,7.0,VENTURE,A,2400,8.94,0,0.11,N,4
31109,49,70872,MORTGAGE,4.0,DEBTCONSOLIDATION,D,15000,14.84,1,0.21,N,11
14534,23,109200,MORTGAGE,4.0,VENTURE,A,10000,8.63,0,0.09,N,2
32346,51,38000,RENT,7.0,PERSONAL,B,13000,12.42,1,0.34,N,18
7256,22,50724,RENT,7.0,EDUCATION,C,6300,15.96,0,0.12,Y,4
24480,27,73000,MORTGAGE,11.0,PERSONAL,A,10000,5.79,0,0.14,N,8
30397,37,51000,RENT,11.0,VENTURE,D,6400,16.89,0,0.13,Y,13
24738,28,77250,RENT,1.0,PERSONAL,B,10000,9.2,0,0.13,N,7
16947,24,95000,RENT,0.0,MEDICAL,A,4000,7.9,0,0.04,N,4
5278,26,45000,MORTGAGE,4.0,PERSONAL,A,11000,8.9,0,0.24,N,3
23018,28,42682,RENT,1.0,PERSONAL,A,8000,6.03,0,0.19,N,9
28848,33,87000,MORTGAGE,1.0,PERSONAL,D,5000,14.96,0,0.06,N,6
29144,46,305000,MORTGAGE,22.0,VENTURE,E,20000,17.93,0,0.07,N,13
1519,24,27442,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5175,10.99,0,0.19,N,4
16878,22,30000,RENT,2.0,VENTURE,B,3600,10.99,0,0.12,N,4
16902,25,57500,RENT,4.0,EDUCATION,C,6000,11.28,1,0.1,N,3
25870,29,91200,MORTGAGE,13.0,PERSONAL,B,2000,11.49,0,0.02,N,8
11717,23,78000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.13,N,3
19931,27,37000,OWN,3.0,MEDICAL,B,5000,9.91,0,0.14,N,6
25043,28,25000,RENT,1.0,MEDICAL,B,12000,9.83,1,0.48,N,9
4808,25,34400,RENT,9.0,VENTURE,C,5000,13.49,0,0.15,N,4
17796,21,20400,RENT,2.0,VENTURE,B,4500,10.99,0,0.22,N,3
10479,23,68000,MORTGAGE,7.0,PERSONAL,A,12000,5.42,0,0.18,N,4
21470,27,18835,RENT,2.0,MEDICAL,D,6000,16.49,1,0.32,Y,8
26997,28,120000,MORTGAGE,12.0,EDUCATION,A,10000,5.42,0,0.08,N,6
3571,24,50000,RENT,4.0,DEBTCONSOLIDATION,B,3600,11.36,0,0.07,N,3
663,25,60000,RENT,2.0,EDUCATION,B,20000,,1,0.33,N,2
14324,25,105000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9600,11.71,0,0.09,N,3
14062,23,100000,MORTGAGE,8.0,VENTURE,A,10000,7.66,0,0.1,N,2
19621,32,105000,RENT,3.0,HOMEIMPROVEMENT,C,3000,,0,0.03,N,10
24569,34,60000,RENT,14.0,HOMEIMPROVEMENT,C,10000,13.57,0,0.17,N,6
22072,29,52000,MORTGAGE,6.0,VENTURE,D,12000,15.65,0,0.23,N,8
6301,24,48800,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9000,7.49,0,0.18,N,2
14165,24,88000,MORTGAGE,0.0,EDUCATION,B,15000,10.2,1,0.17,N,4
3017,23,49200,RENT,4.0,MEDICAL,C,3200,13.48,0,0.07,Y,3
25162,28,80000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000,13.24,0,0.25,N,8
30331,38,62000,RENT,5.0,EDUCATION,B,7000,10.62,0,0.11,N,14
12212,22,30000,RENT,0.0,MEDICAL,A,12000,9.32,1,0.4,N,3
11020,24,71000,MORTGAGE,8.0,EDUCATION,B,3500,11.49,0,0.05,N,2
32555,51,80000,RENT,3.0,HOMEIMPROVEMENT,F,18000,18.78,0,0.23,Y,20
24126,29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.29,N,6
20710,27,36000,MORTGAGE,9.0,DEBTCONSOLIDATION,E,15200,16.35,1,0.42,Y,6
10723,24,64000,MORTGAGE,7.0,VENTURE,F,4000,20.89,1,0.06,N,2
12242,24,80000,MORTGAGE,8.0,PERSONAL,D,25000,14.46,0,0.31,Y,2
18465,27,105000,RENT,4.0,VENTURE,B,20000,10.62,0,0.19,N,9
30759,36,64064,MORTGAGE,4.0,VENTURE,B,9500,,0,0.15,N,15
13239,24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,12.99,0,0.09,N,2
9353,24,55200,MORTGAGE,0.0,MEDICAL,D,6000,14.42,1,0.11,Y,2
29309,43,20000,OWN,15.0,EDUCATION,A,5000,7.14,0,0.25,N,15
14354,25,37200,RENT,3.0,EDUCATION,C,14500,13.85,1,0.39,Y,3
21606,32,49200,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.1,N,10
20315,28,110000,RENT,3.0,DEBTCONSOLIDATION,B,4000,12.18,0,0.04,N,9
18944,31,24600,RENT,5.0,EDUCATION,C,2000,13.61,0,0.08,Y,5
26465,27,75000,RENT,1.0,EDUCATION,B,14400,11.36,0,0.19,N,7
26871,32,115200,MORTGAGE,3.0,MEDICAL,A,10200,,0,0.09,N,9
21848,35,65004,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.29,0,0.09,N,10
6859,24,50000,OTHER,0.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,3
8406,21,72000,RENT,1.0,EDUCATION,C,7500,13.22,0,0.1,N,3
25056,30,28000,RENT,5.0,PERSONAL,C,12000,14.22,1,0.43,N,8
15458,22,137000,MORTGAGE,3.0,MEDICAL,B,25000,9.99,0,0.18,N,4
8241,22,36750,RENT,6.0,EDUCATION,D,7500,14.84,0,0.2,N,3
949,24,45600,RENT,2.0,VENTURE,C,18250,13.35,1,0.4,N,4
25175,32,40000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0,0.3,N,10
6971,23,95000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.49,1,0.06,N,4
1106,22,24900,MORTGAGE,1.0,MEDICAL,C,5500,13.16,1,0.22,N,2
8030,26,38400,RENT,2.0,MEDICAL,B,7200,9.91,0,0.19,N,2
12355,24,39996,OWN,0.0,VENTURE,A,3000,7.37,0,0.08,N,4
12950,25,74000,RENT,0.0,VENTURE,D,12000,14.11,1,0.16,Y,2
6202,23,27000,RENT,6.0,EDUCATION,C,6000,11.66,0,0.22,N,3
28286,28,35000,RENT,0.0,PERSONAL,B,3000,11.11,1,0.09,N,8
7045,22,23000,RENT,6.0,MEDICAL,C,6250,12.73,0,0.27,N,2
744,22,21600,MORTGAGE,,PERSONAL,C,4000,12.99,0,0.19,N,2
17923,31,260000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,25000,13.57,0,0.1,Y,10
15871,25,210000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,9.91,0,0.04,N,4
27202,28,125600,MORTGAGE,0.0,PERSONAL,A,13800,7.88,0,0.11,N,6
14504,24,108000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,18000,12.53,0,0.17,Y,3
1270,22,25200,MORTGAGE,7.0,MEDICAL,C,4000,12.73,1,0.16,N,2
1282,24,54000,RENT,0.0,HOMEIMPROVEMENT,D,16000,15.65,1,0.3,N,4
3980,21,50808,RENT,2.0,EDUCATION,A,4000,6.17,0,0.08,N,4
23677,30,65000,MORTGAGE,14.0,PERSONAL,A,6200,,0,0.1,N,5
26,21,11000,MORTGAGE,3.0,VENTURE,E,4575,17.74,1,0.42,Y,3
5744,24,18000,RENT,3.0,MEDICAL,D,5400,15.99,1,0.3,Y,3
20240,28,39600,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,12.53,0,0.13,N,6
10839,22,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,10000,10.36,0,0.14,N,2
27889,29,8500,RENT,7.0,VENTURE,A,4500,8.63,1,0.53,N,10
13933,21,55260,RENT,0.0,EDUCATION,A,14000,6.54,0,0.25,N,2
24150,31,54400,MORTGAGE,1.0,MEDICAL,D,27050,14.54,1,0.42,N,7
16138,25,85000,RENT,9.0,HOMEIMPROVEMENT,A,5750,7.29,0,0.07,N,3
990,22,52000,RENT,6.0,EDUCATION,C,18000,,1,0.35,N,4
20456,29,40000,MORTGAGE,3.0,MEDICAL,A,6600,8.0,0,0.17,N,10
8950,24,50000,RENT,9.0,DEBTCONSOLIDATION,B,8000,9.99,0,0.16,N,2
18520,27,23652,MORTGAGE,9.0,PERSONAL,A,2000,7.49,0,0.08,N,8
21129,34,65004,RENT,8.0,HOMEIMPROVEMENT,B,5000,10.59,0,0.08,N,9
30974,36,48450,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.21,N,15
2280,24,39000,RENT,,EDUCATION,B,13000,10.75,1,0.33,N,4
27408,29,139500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,,0,0.11,N,5
14249,25,62000,RENT,0.0,DEBTCONSOLIDATION,C,14400,13.47,0,0.23,Y,3
24612,29,63000,RENT,5.0,PERSONAL,D,10000,15.33,0,0.16,N,9
16125,23,75000,MORTGAGE,5.0,PERSONAL,B,5000,11.12,0,0.07,N,2
13626,21,44000,RENT,0.0,EDUCATION,D,12875,15.31,1,0.29,N,2
10235,26,66000,MORTGAGE,7.0,PERSONAL,B,4000,11.99,0,0.06,N,2
21270,30,29120,RENT,0.0,DEBTCONSOLIDATION,A,5400,7.14,0,0.19,N,10
21257,32,36000,RENT,4.0,VENTURE,A,5300,8.9,0,0.15,N,6
5369,26,45000,MORTGAGE,5.0,PERSONAL,A,14650,7.49,0,0.33,N,2
31599,37,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.11,N,16
19774,28,36000,OWN,0.0,PERSONAL,D,2500,15.99,0,0.07,Y,8
16374,22,60000,MORTGAGE,1.0,PERSONAL,C,7500,11.66,0,0.13,N,4
16226,23,135000,MORTGAGE,1.0,EDUCATION,D,12500,15.99,0,0.09,N,4
11043,26,70000,RENT,10.0,PERSONAL,A,4075,5.42,0,0.06,N,3
12794,25,57424,RENT,2.0,MEDICAL,D,12000,15.31,1,0.18,N,4
2340,21,31776,MORTGAGE,5.0,VENTURE,A,6000,8.9,0,0.19,N,3
5383,25,63996,RENT,2.0,VENTURE,B,8500,11.89,0,0.13,N,4
24182,34,45000,RENT,,VENTURE,B,10000,11.71,0,0.22,N,10
16723,25,90000,MORTGAGE,9.0,VENTURE,A,20000,6.54,0,0.22,N,3
13049,23,87000,MORTGAGE,7.0,EDUCATION,A,3500,9.32,0,0.04,N,3
26937,28,48500,RENT,4.0,PERSONAL,C,15000,12.87,1,0.31,Y,8
8936,21,44000,RENT,5.0,VENTURE,D,8000,16.29,1,0.18,N,3
3416,24,85000,RENT,1.0,MEDICAL,A,11000,6.91,0,0.13,N,2
13028,24,87000,RENT,0.0,VENTURE,B,12000,8.88,0,0.14,N,3
7174,22,76000,RENT,6.0,EDUCATION,B,7000,11.12,0,0.09,N,2
14667,22,36021,RENT,0.0,VENTURE,B,15000,,1,0.42,N,3
9320,25,61000,MORTGAGE,4.0,EDUCATION,A,7000,5.79,0,0.11,N,4
11148,22,50000,RENT,6.0,EDUCATION,B,10000,10.99,0,0.2,N,2
28491,33,60000,RENT,3.0,DEBTCONSOLIDATION,A,9000,8.49,0,0.15,N,8
3331,25,36000,MORTGAGE,5.0,VENTURE,E,4800,17.93,0,0.13,N,3
20111,31,24000,RENT,2.0,PERSONAL,C,4000,13.48,0,0.17,Y,6
16098,23,92004,RENT,6.0,MEDICAL,C,30000,15.23,1,0.33,Y,2
